                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.63417,                0.59356,                0.49695,                0.97385,                0.93463,                0.83114,                0.91345,                0.79603,                 0.9223,                0.82816,                0.90069,                0.48835,                0.49069,                0.50909,                0.46753,                0.90314,             0.00073704,             0.00073704,             0.00073704
                     37,                0.60421,                0.55291,                0.47037,                0.96759,                0.92557,                0.87164,                0.91626,                0.81405,                0.91223,                0.86512,                0.90212,                0.46507,                0.47784,                0.57922,                0.40948,                  0.897,             0.00072604,             0.00072604,             0.00072604
                     38,                0.59821,                 0.5782,                0.48242,                 0.9688,                0.92092,                0.90695,                  0.929,                0.82026,                 0.9224,                0.90029,                0.92424,                0.50027,                0.47515,                0.48846,                0.40358,                0.89525,             0.00071504,             0.00071504,             0.00071504
                     39,                 0.6124,                0.56817,                0.48183,                0.96922,                0.92359,                0.90839,                 0.9276,                0.82258,                0.92428,                0.90725,                 0.9276,                0.54017,                0.45505,                0.41591,                0.38365,                0.88905,             0.00070404,             0.00070404,             0.00070404
                     40,                0.60596,                0.55297,                0.47581,                0.97027,                0.91188,                0.92685,                0.93006,                0.83839,                0.90642,                0.89733,                  0.918,                 0.5888,                0.42118,                0.35344,                0.37116,                0.87841,             0.00069304,             0.00069304,             0.00069304
                     41,                0.62618,                0.58016,                0.48895,                0.96807,                0.91831,                0.90974,                0.92747,                0.84212,                0.92014,                0.90791,                0.92657,                0.55172,                0.41651,                  0.411,                0.39621,                0.87431,             0.00068204,             0.00068204,             0.00068204
                     42,                0.60643,                0.54769,                0.47731,                 0.9739,                0.90679,                0.92208,                 0.9345,                0.84769,                 0.9128,                 0.8995,                0.92524,                0.55538,                0.42523,                0.43863,                0.37267,                0.86016,             0.00067104,             0.00067104,             0.00067104
                     43,                0.60861,                0.57763,                0.46846,                 0.9566,                0.90543,                0.91492,                0.94322,                0.83497,                0.88674,                0.90219,                 0.9252,                0.54848,                0.46201,                 0.4652,                0.39247,                0.88207,             0.00066005,             0.00066005,             0.00066005
                     44,                0.57476,                0.54462,                0.45386,                0.94738,                0.91781,                0.90033,                0.93931,                0.83822,                 0.9102,                0.91079,                 0.9318,                0.56352,                 0.4354,                0.42457,                0.38199,                0.88087,             0.00064905,             0.00064905,             0.00064905
                     45,                0.57827,                0.54282,                0.44584,                0.94939,                0.90967,                0.85569,                0.92156,                 0.8158,                0.89495,                0.84128,                0.89669,                0.51073,                0.44998,                0.48532,                0.43585,                0.88429,             0.00063805,             0.00063805,             0.00063805
                     46,                0.58236,                  0.559,                0.44332,                0.94112,                0.93437,                0.90067,                0.93157,                0.84054,                0.92328,                0.87623,                0.90872,                0.51079,                0.42205,                0.43008,                0.36286,                0.87207,             0.00062705,             0.00062705,             0.00062705
                     47,                0.58335,                0.56326,                0.44321,                0.94757,                0.90733,                0.89379,                0.92714,                0.83753,                0.90455,                0.88975,                0.92774,                0.52475,                0.40507,                 0.4961,                0.40984,                0.86495,             0.00061605,             0.00061605,             0.00061605
                     48,                0.56976,                0.55648,                0.43811,                0.94569,                 0.9188,                0.91026,                 0.9257,                 0.8373,                0.91493,                0.90206,                0.92658,                0.57372,                0.40668,                0.41263,                 0.4204,                0.87109,             0.00060505,             0.00060505,             0.00060505
                     49,                0.55015,                 0.5271,                0.41998,                0.93894,                0.92827,                0.90013,                0.93792,                0.84877,                0.92994,                0.87745,                0.91012,                0.51468,                 0.4264,                0.41978,                  0.389,                0.87986,             0.00059405,             0.00059405,             0.00059405
                     50,                0.55744,                0.53002,                0.42547,                0.94746,                0.91439,                0.89739,                0.93159,                0.82983,                0.90012,                 0.8669,                0.90953,                0.49122,                0.44642,                 0.5083,                 0.3875,                0.88182,             0.00058305,             0.00058305,             0.00058305
                     51,                0.56588,                0.53178,                0.43849,                0.94595,                0.93167,                0.92001,                0.93978,                0.84569,                0.90468,                0.89188,                0.91527,                0.57692,                 0.4173,                0.36757,                0.37427,                 0.8797,             0.00057205,             0.00057205,             0.00057205
                     52,                0.57465,                0.54362,                0.43411,                0.94474,                0.93552,                0.89835,                0.93626,                0.84108,                0.92806,                0.88704,                 0.9273,                0.51966,                0.41296,                0.48955,                0.34499,                 0.8832,             0.00056105,             0.00056105,             0.00056105
                     53,                0.55904,                0.54044,                0.42442,                0.94293,                0.93054,                0.89828,                0.94204,                0.84301,                0.92816,                0.85457,                0.90133,                0.51161,                0.42914,                 0.4769,                0.35514,                0.87831,             0.00055006,             0.00055006,             0.00055006
                     54,                 0.5533,                0.53035,                0.43064,                0.93832,                0.92796,                0.90658,                0.93504,                0.82093,                 0.9419,                 0.8805,                0.92535,                0.51158,                0.44288,                0.46329,                0.38126,                0.89631,             0.00053906,             0.00053906,             0.00053906
                     55,                 0.5357,                0.51615,                 0.4146,                0.92538,                0.92857,                 0.9193,                0.94219,                0.85274,                0.92364,                0.91726,                   0.94,                0.54602,                 0.4272,                0.45638,                0.35843,                0.86661,             0.00052806,             0.00052806,             0.00052806
                     56,                0.54403,                0.53066,                0.42155,                0.93408,                0.91907,                 0.9261,                0.94322,                  0.838,                0.90237,                0.90781,                0.91676,                0.49762,                0.44415,                 0.5276,                 0.3681,                0.87845,             0.00051706,             0.00051706,             0.00051706
                     57,                0.54182,                0.52772,                0.40685,                0.93323,                0.89537,                0.90935,                0.92068,                0.82673,                0.88366,                0.89864,                0.91323,                0.53836,                0.42669,                0.43622,                0.34828,                0.88004,             0.00050606,             0.00050606,             0.00050606
                     58,                0.53964,                0.52802,                0.40603,                0.93336,                0.92032,                0.92278,                0.92318,                 0.8289,                0.90127,                0.90256,                0.90559,                0.50414,                0.44035,                0.44334,                 0.3571,                0.87821,             0.00049506,             0.00049506,             0.00049506
                     59,                 0.5218,                0.50967,                0.39457,                0.93586,                0.93631,                0.91967,                0.94646,                0.84891,                0.92314,                0.90589,                 0.9265,                0.52055,                 0.4224,                0.46795,                0.34142,                0.86834,             0.00048406,             0.00048406,             0.00048406
