                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     82,                0.57117,                0.59189,                0.43292,                0.93979,                0.93078,                0.82222,                0.86689,                0.77574,                0.94531,                0.83492,                0.89058,                0.60321,                0.43107,                0.26728,                0.42257,                0.84432,               0.000416,               0.000416,               0.000416
                     83,                0.54769,                0.55161,                0.41743,                0.93037,                0.92732,                0.80317,                0.85887,                0.76426,                0.92914,                0.80317,                0.85359,                0.55478,                0.42413,                0.27766,                0.42932,                0.84375,              0.0003962,              0.0003962,              0.0003962
                     84,                0.55154,                0.56432,                0.42641,                0.93382,                0.91099,                0.80952,                0.86126,                0.77185,                0.92528,                0.82222,                0.88229,                0.55618,                0.41786,                0.28962,                0.42224,                0.83685,              0.0003764,              0.0003764,              0.0003764
                     85,                0.57055,                0.58418,                0.43334,                0.94174,                0.91861,                0.78824,                0.86513,                0.76946,                0.92443,                0.81905,                0.87927,                0.58314,                0.42304,                0.27408,                0.43366,                0.83913,              0.0003566,              0.0003566,              0.0003566
                     86,                0.54385,                0.55688,                0.41739,                0.93054,                 0.9368,                0.79996,                 0.8565,                0.76438,                0.95533,                0.81475,                0.88768,                0.56866,                0.44384,                0.28068,                0.42806,                0.84988,              0.0003368,              0.0003368,              0.0003368
                     87,                0.56579,                0.59591,                0.42908,                0.93499,                0.91011,                0.80354,                0.85139,                0.76347,                 0.9418,                0.82191,                0.89168,                0.57664,                0.42765,                0.28866,                0.42085,                0.84579,               0.000317,               0.000317,               0.000317
                     88,                0.54498,                0.56269,                0.41567,                0.93336,                0.91372,                0.80685,                0.85971,                0.77023,                0.92803,                0.83175,                0.88475,                0.57442,                0.41527,                0.28891,                0.42204,                0.83486,              0.0002972,              0.0002972,              0.0002972
                     89,                0.54008,                0.55436,                0.40885,                0.93257,                0.92999,                0.80118,                0.85289,                0.76048,                0.94705,                0.82222,                 0.8784,                 0.5601,                0.43392,                0.28747,                0.42929,                0.84824,              0.0002774,              0.0002774,              0.0002774
                     90,                0.54673,                0.56612,                0.41414,                0.92861,                0.90991,                0.80156,                 0.8593,                0.76617,                0.93153,                0.82061,                0.88093,                 0.5136,                0.43069,                0.31561,                0.42961,                0.82644,              0.0002576,              0.0002576,              0.0002576
                     91,                0.48194,                 0.4518,                0.38777,                0.91093,                0.93344,                0.81587,                0.84477,                0.76115,                0.94433,                 0.8254,                0.85346,                0.53768,                0.40917,                0.29235,                0.41027,                0.84282,              0.0002378,              0.0002378,              0.0002378
                     92,                0.47588,                0.46006,                0.35995,                0.91291,                0.91605,                0.81587,                0.84476,                0.76727,                0.95488,                0.82222,                0.86793,                0.58342,                0.42797,                0.27412,                0.40321,                0.86159,               0.000218,               0.000218,               0.000218
                     93,                0.46322,                0.43714,                0.35116,                0.90415,                 0.9466,                0.78784,                0.85974,                 0.7746,                0.95733,                0.82857,                0.88338,                0.58665,                0.42178,                0.28719,                0.40917,                0.84337,              0.0001982,              0.0001982,              0.0001982
                     94,                 0.4594,                0.45853,                0.35532,                0.89737,                0.94409,                0.80404,                0.83811,                 0.7649,                0.94942,                0.83422,                0.87027,                0.59088,                   0.41,                0.27235,                0.39554,                0.84482,              0.0001784,              0.0001784,              0.0001784
                     95,                 0.4518,                0.42609,                0.34729,                0.89323,                 0.9372,                0.80539,                0.84146,                0.76397,                0.94457,                0.81153,                0.85119,                0.57245,                0.40825,                0.28283,                 0.3814,                0.84927,              0.0001586,              0.0001586,              0.0001586
                     96,                0.46385,                0.45859,                0.34755,                0.90124,                0.92005,                0.82222,                0.83258,                0.75538,                0.93071,                0.83175,                0.85218,                0.55882,                0.42397,                0.28842,                0.39337,                0.87166,              0.0001388,              0.0001388,              0.0001388
                     97,                 0.4519,                0.43246,                0.34532,                0.89161,                0.93969,                0.80317,                 0.8484,                0.77006,                0.94579,                0.83078,                0.87033,                0.58443,                0.40629,                0.28838,                0.38914,                0.84855,               0.000119,               0.000119,               0.000119
                     98,                0.44633,                0.43419,                0.33758,                0.89359,                0.94433,                0.80778,                0.84358,                0.76838,                0.95917,                 0.8204,                0.86424,                0.58709,                0.40435,                 0.2837,                0.39504,                0.85099,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                0.45018,                0.45105,                0.34148,                0.89533,                0.92392,                0.81905,                0.84084,                0.76694,                0.94183,                0.83492,                0.86668,                0.56608,                0.41474,                0.29742,                0.39339,                0.86118,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                0.41896,                0.41671,                0.32488,                0.89062,                0.92654,                0.81587,                 0.8398,                0.76857,                0.94827,                0.83492,                 0.8716,                0.59375,                0.39865,                0.28451,                0.38494,                0.85172,               5.96e-05,               5.96e-05,               5.96e-05
