                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     47,                0.81797,                0.74682,                0.69301,                   1.02,                0.89855,                0.82633,                0.90441,                0.75375,                0.86465,                0.80862,                0.85328,                0.53184,                0.67734,                0.37792,                0.59155,                0.97416,             0.00061605,             0.00061605,             0.00061605
                     48,                0.80321,                0.74348,                0.69541,                 1.0153,                0.89065,                0.85675,                0.90023,                0.75894,                0.87135,                0.84053,                0.87396,                0.54578,                  0.612,                0.38074,                0.55064,                0.92999,             0.00060505,             0.00060505,             0.00060505
                     49,                0.81096,                 0.7695,                 0.6946,                 1.0196,                0.84401,                0.85049,                0.88572,                0.74715,                0.87906,                0.78942,                0.84562,                0.51714,                0.62654,                0.40376,                0.61353,                0.94456,             0.00059405,             0.00059405,             0.00059405
                     50,                0.80526,                0.73983,                0.68507,                 1.0132,                0.89343,                0.82995,                0.88294,                0.73788,                0.87951,                0.79554,                0.84159,                 0.4928,                0.64867,                0.43156,                0.59159,                0.94332,             0.00058305,             0.00058305,             0.00058305
                     51,                0.79529,                0.73871,                0.67693,                 1.0139,                0.89163,                0.84164,                0.90242,                0.74998,                0.86203,                0.81554,                0.87337,                0.52846,                0.66081,                0.40158,                0.58139,                0.97526,             0.00057205,             0.00057205,             0.00057205
                     52,                 0.7933,                0.73336,                0.67751,                 1.0088,                0.89827,                0.87233,                0.89881,                0.75508,                 0.8835,                0.85455,                0.86721,                0.57078,                0.65324,                0.36115,                0.56203,                0.95394,             0.00056105,             0.00056105,             0.00056105
                     53,                0.78849,                0.73611,                 0.6628,                 1.0087,                0.91971,                0.83013,                0.90604,                 0.7707,                0.91124,                0.80893,                0.88173,                0.56151,                 0.6512,                0.36097,                0.58272,                0.96051,             0.00055006,             0.00055006,             0.00055006
                     54,                0.77203,                0.71669,                0.64589,                 1.0007,                 0.8843,                0.87426,                0.90786,                 0.7546,                0.88089,                0.85577,                0.88792,                0.57268,                0.61773,                0.37068,                 0.5619,                0.93689,             0.00053906,             0.00053906,             0.00053906
                     55,                0.76947,                0.71415,                0.64788,                0.99603,                0.90882,                0.85695,                0.90965,                0.76787,                0.88503,                0.83374,                0.87103,                0.53674,                0.65111,                0.40225,                0.54089,                0.96419,             0.00052806,             0.00052806,             0.00052806
                     56,                0.78091,                0.74113,                0.66379,                 1.0083,                0.88572,                0.85479,                 0.9084,                0.75828,                 0.8755,                0.80756,                0.86798,                  0.504,                0.67533,                0.45101,                0.56506,                0.97054,             0.00051706,             0.00051706,             0.00051706
                     57,                0.75949,                0.70391,                0.64022,                0.99431,                0.89553,                 0.8878,                0.91482,                0.77698,                 0.8695,                0.86003,                0.87695,                0.56569,                0.61453,                0.37014,                0.55492,                0.94804,             0.00050606,             0.00050606,             0.00050606
                     58,                0.76837,                0.70187,                0.64688,                 1.0007,                0.88105,                0.83451,                0.88136,                0.72571,                0.82935,                0.80427,                0.81591,                0.42485,                0.68278,                0.51352,                0.59586,                 0.9688,             0.00049506,             0.00049506,             0.00049506
                     59,                0.78111,                0.72199,                0.64166,                 1.0073,                0.91923,                0.85598,                0.90781,                0.76869,                0.91296,                0.85404,                0.90107,                0.56528,                 0.6353,                0.36441,                0.53424,                 0.9581,             0.00048406,             0.00048406,             0.00048406
                     60,                0.75009,                0.72085,                0.62793,                0.99532,                0.91513,                0.87684,                0.92152,                0.77311,                0.89816,                0.87806,                0.90248,                0.59354,                0.63591,                0.35258,                0.54848,                0.96972,             0.00047306,             0.00047306,             0.00047306
                     61,                0.76618,                0.73695,                0.64437,                0.99889,                0.86978,                0.86297,                0.91239,                0.76087,                0.85613,                0.85392,                0.89086,                0.52687,                0.62915,                0.39771,                0.56607,                0.94559,             0.00046206,             0.00046206,             0.00046206
