                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                0.81145,                0.70607,                0.68078,                 1.0211,                0.90267,                0.83562,                0.88178,                0.69073,                0.90267,                0.83562,                 0.8543,                0.49474,                0.83228,                0.53679,                0.68938,                 1.0919,               0.000317,               0.000317,               0.000317
                     88,                0.78144,                0.67607,                0.65048,                0.99876,                0.86822,                0.84932,                0.87556,                0.69445,                0.89654,                0.87671,                0.87616,                0.51918,                0.81353,                0.54613,                0.67675,                 1.0898,              0.0002972,              0.0002972,              0.0002972
                     89,                0.77522,                0.69626,                0.68215,                 1.0059,                0.88493,                0.84283,                0.85982,                0.69375,                0.89931,                0.85653,                0.86857,                0.52273,                0.82007,                0.55171,                0.70523,                 1.1098,              0.0002774,              0.0002774,              0.0002774
                     90,                0.79861,                0.72408,                0.67528,                 1.0012,                0.87887,                0.84932,                0.86168,                0.68983,                0.89305,                0.86301,                0.86672,                0.53233,                0.81602,                0.56265,                0.68992,                 1.1084,              0.0002576,              0.0002576,              0.0002576
                     91,                0.74095,                0.61988,                0.78421,                 1.0107,                0.90088,                0.84932,                0.86112,                0.69414,                0.91585,                0.86301,                0.87367,                0.54648,                0.80721,                0.57766,                 0.6671,                 1.1039,              0.0002378,              0.0002378,              0.0002378
                     92,                0.81646,                0.63195,                0.75256,                 1.0342,                0.90628,                0.83562,                0.86362,                0.69591,                0.92528,                0.84932,                0.87547,                0.52746,                 0.8373,                0.58793,                0.65289,                 1.1351,               0.000218,               0.000218,               0.000218
                     93,                0.77142,                0.64813,                0.71173,                 1.0123,                0.90087,                0.86301,                0.87533,                0.71514,                0.91654,                0.87671,                0.88432,                0.53884,                0.82154,                 0.5818,                0.64533,                 1.1292,              0.0001982,              0.0001982,              0.0001982
                     94,                0.78641,                 0.6182,                0.70407,                 1.0249,                0.92216,                0.86301,                0.88962,                 0.7193,                0.92216,                0.86301,                0.88309,                0.53887,                0.82961,                0.59988,                0.64037,                 1.1478,              0.0001784,              0.0001784,              0.0001784
                     95,                0.79427,                0.61304,                0.68682,                  1.015,                0.91144,                0.86301,                0.89164,                0.72061,                0.91144,                0.86301,                0.88185,                0.56306,                0.82358,                0.60107,                0.63762,                 1.1529,              0.0001586,              0.0001586,              0.0001586
                     96,                0.78152,                0.59547,                0.69508,                 1.0351,                 0.8927,                0.86301,                0.89696,                0.71587,                0.93166,                0.84932,                0.89282,                0.55946,                0.84155,                0.58859,                0.65637,                 1.1395,              0.0001388,              0.0001388,              0.0001388
                     97,                0.73947,                0.62933,                0.67111,                 1.0122,                0.89537,                0.84932,                0.88583,                0.70094,                0.91197,                0.83562,                0.88454,                 0.5516,                0.83363,                0.58449,                0.67501,                 1.1373,               0.000119,               0.000119,               0.000119
                     98,                0.73405,                0.58927,                0.65892,                 1.0006,                0.90806,                0.84932,                0.87635,                0.70095,                0.89341,                0.83562,                0.86858,                0.53943,                0.83057,                0.57507,                0.68352,                 1.1422,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                0.75631,                 0.6541,                0.68547,                0.99753,                0.91002,                0.84932,                0.87934,                 0.7025,                0.89529,                0.83562,                0.86052,                0.53034,                0.83838,                0.57886,                0.68791,                 1.1593,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                0.75824,                0.59761,                0.69773,                 1.0221,                0.90918,                0.84932,                0.87408,                0.70723,                0.89451,                0.83562,                0.85667,                0.52495,                0.82481,                0.58903,                0.68016,                 1.1518,               5.96e-05,               5.96e-05,               5.96e-05
